Name,Latitude,Longitude,Latitude_DMS,Longitude_DMS,Type
Chulamar Hole,29.905 N,87.22333 W,"29° 54' 18.0"" N","87° 13' 23.99"" W",Reef
Church Rock,41.5595 N,70.88893 W,"41° 33' 34.2"" N","70° 53' 20.15"" W",Rock
Circle Ledge,29.77343 N,80.43137 W,"29° 46' 24.35"" N","80° 25' 52.93"" W",Ledge
Circle Of Heroes,28.05194 N,83.01083 W,"28° 3' 6.98"" N","83° 0' 38.99"" W",Structure
Circle Reef,26.88365 N,79.06591 W,"26° 53' 1.14"" N","79° 3' 57.28"" W",Reef
Circle Rock,40.99512 N,73.54352 W,"40° 59' 42.43"" N","73° 32' 36.67"" W",Rock
Cities Service Tanker,28.39467 N,80.04867 W,"28° 23' 40.81"" N","80° 2' 55.21"" W",Structure
Cities Service Tanker,28.396 N,80.0485 W,"28° 23' 45.6"" N","80° 2' 54.6"" W",Structure
Cities Service Tanker,28.3965 N,80.0465 W,"28° 23' 47.4"" N","80° 2' 47.4"" W",Structure
Cities Service Tanker,28.39483 N,80.046 W,"28° 23' 41.39"" N","80° 2' 45.6"" W",Structure
Cities Service Tanker,28.398 N,80.259 W,"28° 23' 52.8"" N","80° 15' 32.4"" W",Structure
City Of Apalachicola East,29.46291 N,84.83585 W,"29° 27' 46.48"" N","84° 50' 9.06"" W",Structure
City Of Apalachicola West,29.46218 N,84.84243 W,"29° 27' 43.85"" N","84° 50' 32.75"" W",Structure
City Of Venice Mitigation Reef,27.0767 N,82.45775 W,"27° 4' 36.12"" N","82° 27' 27.9"" W",Reef
City Service Tanker,28.39583 N,79.96028 W,"28° 23' 44.99"" N","79° 57' 37.01"" W",Structure
Civil WAR Wreck,27.03317 N,79.12312 W,"27° 1' 59.41"" N","79° 7' 23.23"" W",Reef
Clam Pass 3 Mile,26.22646 N,81.8702 W,"26° 13' 35.26"" N","81° 52' 12.72"" W",Structure
Clam Pass 3 Mile Pile,26.22623 N,81.8679 W,"26° 13' 34.43"" N","81° 52' 4.44"" W",Structure
Clam Pass 3 Mile,26.22316 N,81.86751 W,"26° 13' 23.38"" N","81° 52' 3.04"" W",Structure
Clam Pass 3 Mile C D,26.22408 N,81.87048 W,"26° 13' 26.69"" N","81° 52' 13.73"" W",Structure
Classic Barge P 1,26.79033 N,79.985 W,"26° 47' 25.19"" N","79° 59' 6.0"" W",Reef
Claw,38.84042 N,73.57813 W,"38° 50' 25.51"" N","73° 34' 41.27"" W",Structure
Claw,39.75975 N,71.70667 W,"39° 45' 35.1"" N","71° 42' 24.01"" W",Structure
Clay Pipes Cars TPW,27.79047 N,96.98652 W,"27° 47' 25.69"" N","96° 59' 11.47"" W",Structure
Claytons Hole,26.16183 N,82.09768 W,"26° 9' 42.59"" N","82° 5' 51.65"" W",Hole
Claytons Holler Demeres Ledge,30.33333 N,81.085 W,"30° 19' 59.99"" N","81° 5' 6.0"" W",Ledge
Claytons Holler Winstons Reef,30.33433 N,81.081 W,"30° 20' 3.59"" N","81° 4' 51.6"" W",Reef
Clearwater C Site,28.01423 N,82.89313 W,"28° 0' 51.23"" N","82° 53' 35.27"" W",Reef
Clearwater Reef,27.92667 N,83.02333 W,"27° 55' 36.01"" N","83° 1' 23.99"" W",Reef
Clearwater Reef,28.01 N,82.88967 W,"28° 0' 36.0"" N","82° 53' 22.81"" W",Reef
Clearwater Reef,28.01895 N,82.89476 W,"28° 1' 8.22"" N","82° 53' 41.14"" W",Reef
Clearwater Reef,27.94 N,82.89692 W,"27° 56' 24.0"" N","82° 53' 48.91"" W",Reef
Clearwater Reef,28.01362 N,82.89692 W,"28° 0' 49.03"" N","82° 53' 48.91"" W",Reef
Clearwater Reef,28.02598 N,82.88205 W,"28° 1' 33.53"" N","82° 52' 55.38"" W",Reef
Clearwater Reef,28.01022 N,82.89453 W,"28° 0' 36.79"" N","82° 53' 40.31"" W",Reef
Clearwater Reef,28.01532 N,82.88908 W,"28° 0' 55.15"" N","82° 53' 20.69"" W",Reef
Clearwater Wreck,27.95303 N,83.12263 W,"27° 57' 10.91"" N","83° 7' 21.47"" W",Reef
"Cleve Jones, SR",25.81625 N,80.0815 W,"25° 48' 58.5"" N","80° 4' 53.4"" W",Structure
Cleveland East Ledge,41.634 N,70.6981 W,"41° 38' 2.4"" N","70° 41' 53.16"" W",Ledge
Cleveland Ledge,41.62993 N,70.69783 W,"41° 37' 47.75"" N","70° 41' 52.19"" W",Ledge
Cleveland Ledge,41.634 N,70.70308 W,"41° 38' 2.4"" N","70° 42' 11.09"" W",Ledge
Cleveland Ledge,41.62232 N,70.70473 W,"41° 37' 20.35"" N","70° 42' 17.03"" W",Ledge
Cleveland Ledge,41.62565 N,70.69948 W,"41° 37' 32.34"" N","70° 41' 58.13"" W",Ledge
Cleveland Ledge Range,41.69563 N,70.67813 W,"41° 41' 44.27"" N","70° 40' 41.27"" W",Ledge
Cliff/Rocky Bottom,27.38027 N,80.05222 W,"27° 22' 48.97"" N","80° 3' 7.99"" W",Rock
Clifford Lipke 15 Tanker,40.1268 N,73.94417 W,"40° 7' 36.48"" N","73° 56' 39.01"" W",Structure
Cliffords Hump,38.0718 N,73.91394 W,"38° 4' 18.48"" N","73° 54' 50.18"" W",Hump
Clifton Moss Reef,34.65805 N,76.8075 W,"34° 39' 28.98"" N","76° 48' 27.0"" W",Reef
Clifton S Perry Memorial Reef,27.22253 N,80.10218 W,"27° 13' 21.11"" N","80° 6' 7.85"" W",Reef
Climbers Rock,28.2302 N,83.39192 W,"28° 13' 48.72"" N","83° 23' 30.91"" W",Rock
Clints Hole,43.0673 N,70.5764 W,"43° 4' 2.28"" N","70° 34' 35.04"" W",Hole
CM Hole,30.17238 N,87.09522 W,"30° 10' 20.57"" N","87° 5' 42.79"" W",Hole
CM Holes,30.17232 N,87.09297 W,"30° 10' 20.35"" N","87° 5' 34.69"" W",Hole
CM Holes,30.17442 N,87.0951 W,"30° 10' 27.91"" N","87° 5' 42.36"" W",Hole
CM Holes Good Fish!,30.1857 N,87.06167 W,"30° 11' 8.52"" N","87° 3' 42.01"" W",Hole
CM Holes South Paradise,30.18582 N,87.15377 W,"30° 11' 8.95"" N","87° 9' 13.57"" W",Reef
CM Reef,30.1761 N,87.13072 W,"30° 10' 33.96"" N","87° 7' 50.59"" W",Reef
Coal ASH Reef,29.1211 N,83.205 W,"29° 7' 15.96"" N","83° 12' 18.0"" W",Reef
Coal Wreck,40.435 N,73.5905 W,"40° 26' 6.0"" N","73° 35' 25.8"" W",Wreck
Coal Wreck,40.43833 N,73.595 W,"40° 26' 17.99"" N","73° 35' 42.0"" W",Wreck
Coal Wreck West,40.509 N,73.57083 W,"40° 30' 32.4"" N","73° 34' 14.99"" W",Wreck
Coal Wreck 4,27.01813 N,82.817 W,"27° 1' 5.27"" N","82° 49' 1.2"" W",Wreck
Coalbin Rock South,24.4445 N,82.0915 W,"24° 26' 40.2"" N","82° 5' 29.4"" W",Rock
Coalbin Rock South,24.445 N,82.075 W,"24° 26' 42.0"" N","82° 4' 30.0"" W",Rock
Coalbin Rock South,24.445 N,82.11667 W,"24° 26' 42.0"" N","82° 7' 0.01"" W",Rock
Coes 8 Ledge,27.90295 N,83.10417 W,"27° 54' 10.62"" N","83° 6' 15.01"" W",Ledge
Coffee Wreck,39.99683 N,73.91467 W,"39° 59' 48.59"" N","73° 54' 52.81"" W",Wreck
Coimbra Wreck,40.3854 N,72.35472 W,"40° 23' 7.44"" N","72° 21' 16.99"" W",Wreck
Coimbra Wreck,40.39867 N,72.36617 W,"40° 23' 55.21"" N","72° 21' 58.21"" W",Wreck
Coimbrawreck 2,40.40135 N,72.33872 W,"40° 24' 4.86"" N","72° 20' 19.39"" W",Wreck
Collier 5 Mile Reef,25.85552 N,81.7935 W,"25° 51' 19.87"" N","81° 47' 36.6"" W",Reef
Collier 5 Mile Reef,25.86377 N,81.79388 W,"25° 51' 49.57"" N","81° 47' 37.97"" W",Reef
Collier Ledge G,41.59512 N,70.3515 W,"41° 35' 42.43"" N","70° 21' 5.4"" W",Ledge
Collins Ledge,41.2279 N,71.90652 W,"41° 13' 40.44"" N","71° 54' 23.47"" W",Ledge
Colt Ledge,44.01187 N,68.83603 W,"44° 0' 42.73"" N","68° 50' 9.71"" W",Ledge
Colts Ledge,29.69776 N,84.52133 W,"29° 41' 51.94"" N","84° 31' 16.79"" W",Ledge
Columbia Ledge,43.94999 N,68.13333 W,"43° 56' 59.96"" N","68° 7' 59.99"" W",Ledge
Commander,30.0545 N,85.94617 W,"30° 3' 16.2"" N","85° 56' 46.21"" W",Structure
Commander Tug,30.02118 N,86.12615 W,"30° 1' 16.25"" N","86° 7' 34.14"" W",Structure
Commisioners Ledge,42.35698 N,70.9027 W,"42° 21' 25.13"" N","70° 54' 9.72"" W",Ledge
Conception,25.90958 N,80.0895 W,"25° 54' 34.49"" N","80° 5' 22.2"" W",Structure
Conch Reef,24.95183 N,80.4594 W,"24° 57' 6.59"" N","80° 27' 33.84"" W",Reef
Conch Reef,24.9549 N,80.4639 W,"24° 57' 17.64"" N","80° 27' 50.04"" W",Reef
Conch Reef,24.95183 N,80.46258 W,"24° 57' 6.59"" N","80° 27' 45.29"" W",Reef
Conch Reef NE,30.15917 N,86.38285 W,"30° 9' 33.01"" N","86° 22' 58.26"" W",Reef
Conch Reef NE,24.66328 N,80.98797 W,"24° 39' 47.81"" N","80° 59' 16.69"" W",Reef
Conch Reef NE 1,30.1568 N,86.36878 W,"30° 9' 24.48"" N","86° 22' 7.61"" W",Reef
Conch Reef NE 4,30.15917 N,86.36623 W,"30° 9' 33.01"" N","86° 21' 58.43"" W",Reef
Conch Reef NW,24.95567 N,80.45433 W,"24° 57' 20.41"" N","80° 27' 15.59"" W",Reef
Conch Reef NW Spat,24.94983 N,80.457 W,"24° 56' 59.39"" N","80° 27' 25.2"" W",Reef
Conch Reef NW 3,30.15837 N,86.3724 W,"30° 9' 30.13"" N","86° 22' 20.64"" W",Reef
Conch Reef SE,24.958 N,80.45783 W,"24° 57' 28.8"" N","80° 27' 28.19"" W",Reef
Conch Reef SE Spat,24.95167 N,80.44883 W,"24° 57' 6.01"" N","80° 26' 55.79"" W",Reef
Conch Reef SE 3,30.15373 N,86.36685 W,"30° 9' 13.43"" N","86° 22' 0.66"" W",Reef
Conch Reef SW Spat,24.94717 N,80.45433 W,"24° 56' 49.81"" N","80° 27' 15.59"" W",Reef
Conch Reef SW 2,30.15437 N,86.37157 W,"30° 9' 15.73"" N","86° 22' 17.65"" W",Reef
Conch Shells And Rocks,28.64428 N,80.34377 W,"28° 38' 39.41"" N","80° 20' 37.57"" W",Rock
Concorde Body Shop Reef,29.88893 N,85.54935 W,"29° 53' 20.15"" N","85° 32' 57.66"" W",Reef
Concrete Fish Havens,30.10428 N,87.13273 W,"30° 6' 15.41"" N","87° 7' 57.83"" W",Structure
Concrete Fish Havens,30.09718 N,87.13581 W,"30° 5' 49.85"" N","87° 8' 8.92"" W",Structure
Concrete Fish Havens,30.09903 N,87.13608 W,"30° 5' 56.51"" N","87° 8' 9.89"" W",Structure
Concrete Fish Havens,30.09989 N,87.13292 W,"30° 5' 59.6"" N","87° 7' 58.51"" W",Structure
Concrete + Barge Reef,30.34743 N,81.21382 W,"30° 20' 50.75"" N","81° 12' 49.75"" W",Reef
Concrete Anchors,30.14316 N,85.86375 W,"30° 8' 35.38"" N","85° 51' 49.5"" W",Structure
Concrete Culverts,30.16106 N,87.23036 W,"30° 9' 39.82"" N","87° 13' 49.3"" W",Structure
Concrete Culverts,30.16142 N,87.23845 W,"30° 9' 41.11"" N","87° 14' 18.42"" W",Structure
Concrete Manholes,30.01888 N,88.77032 W,"30° 1' 7.97"" N","88° 46' 13.15"" W",Hole
Concrete Manholes 0,30.01205 N,88.7538 W,"30° 0' 43.38"" N","88° 45' 13.68"" W",Hole
Concrete Pile Reef,28.38308 N,80.29652 W,"28° 22' 59.09"" N","80° 17' 47.47"" W",Reef
Concrete Pipe,25.87456 N,80.07283 W,"25° 52' 28.42"" N","80° 4' 22.19"" W",Structure
Concrete Pipe,25.85903 N,80.05745 W,"25° 51' 32.51"" N","80° 3' 26.82"" W",Structure
Concrete Pipe,25.77871 N,80.07376 W,"25° 46' 43.36"" N","80° 4' 25.54"" W",Structure
Concrete Pipe,25.85705 N,80.06805 W,"25° 51' 25.38"" N","80° 4' 4.98"" W",Structure
Concrete Pipe,25.81373 N,80.09116 W,"25° 48' 49.43"" N","80° 5' 28.18"" W",Structure
Concrete Pyramids,30.07078 N,87.0299 W,"30° 4' 14.81"" N","87° 1' 47.64"" W",Structure
Concrete Pyramids,30.14166 N,87.22458 W,"30° 8' 29.98"" N","87° 13' 28.49"" W",Structure
Concrete Pyramids,30.14803 N,87.2289 W,"30° 8' 52.91"" N","87° 13' 44.04"" W",Structure
Concrete Pyramids,29.97354 N,87.20761 W,"29° 58' 24.74"" N","87° 12' 27.4"" W",Structure
Concrete Railroad Ties 2,27.20348 N,80.0384 W,"27° 12' 12.53"" N","80° 2' 18.24"" W",Structure
Concrete Reef,38.41925 N,76.386 W,"38° 25' 9.3"" N","76° 23' 9.6"" W",Reef
Concrete Reef Balls,28.398 N,80.299 W,"28° 23' 52.8"" N","80° 17' 56.4"" W",Reef
Concrete Reefs,30.0553 N,86.32245 W,"30° 3' 19.08"" N","86° 19' 20.82"" W",Reef
Coney Island 250 Tanker,40.10475 N,73.68942 W,"40° 6' 17.1"" N","73° 41' 21.91"" W",Structure
Confusion Ledge,28.1943 N,83.25813 W,"28° 11' 39.48"" N","83° 15' 29.27"" W",Ledge
Constellation Rock,41.17363 N,72.1091 W,"41° 10' 25.07"" N","72° 6' 32.76"" W",Rock
Continent Wreck,40.35582 N,73.81033 W,"40° 21' 20.95"" N","73° 48' 37.19"" W",Wreck
Continent Wreck,40.36193 N,73.81779 W,"40° 21' 42.95"" N","73° 49' 4.04"" W",Wreck
Continental Rocks,34.44251 N,77.0278 W,"34° 26' 33.04"" N","77° 1' 40.08"" W",Rock
Copano Bay Reef,28.18247 N,95.99875 W,"28° 10' 56.89"" N","95° 59' 55.5"" W",Reef
Copps Rocks,41.05938 N,73.38061 W,"41° 3' 33.77"" N","73° 22' 50.2"" W",Rock
Coquina,25.77598 N,80.07406 W,"25° 46' 33.53"" N","80° 4' 26.62"" W",Structure
Coral And Rock,27.32615 N,80.03192 W,"27° 19' 34.14"" N","80° 1' 54.91"" W",Rock
Coral And Rock,26.3311 N,79.82197 W,"26° 19' 51.96"" N","79° 49' 19.09"" W",Rock
Coral Reef,30.24072 N,87.17985 W,"30° 14' 26.59"" N","87° 10' 47.46"" W",Reef
Coral Reef,37.2517 N,76.08257 W,"37° 15' 6.12"" N","76° 4' 57.25"" W",Reef
Coral Reefs From Martin County Through Miami Dade County,26.15 N,80.078 W,"26° 9' 0.0"" N","80° 4' 40.8"" W",Reef
Coral Reefs From Martin County Through Miami Dade County,26.051 N,80.086 W,"26° 3' 3.6"" N","80° 5' 9.6"" W",Reef
Coral Reefs From Martin County Through Miami Dade County,26.43645 N,80.04682 W,"26° 26' 11.22"" N","80° 2' 48.55"" W",Reef
Coral Reefs From Martin County Through Miami Dade County,26.691 N,80.018 W,"26° 41' 27.6"" N","80° 1' 4.8"" W",Reef
Coral Reefs From Martin County Through Miami Dade County,26.93 N,80.039 W,"26° 55' 48.0"" N","80° 2' 20.4"" W",Reef
Coral Reefs From Martin County Through Miami Dade County,26.294 N,80.06 W,"26° 17' 38.4"" N","80° 3' 36.0"" W",Reef
Coral Ridge Ledge,26.17551 N,80.08086 W,"26° 10' 31.84"" N","80° 4' 51.1"" W",Ledge
Coral Rock Depression,27.31325 N,80.01962 W,"27° 18' 47.7"" N","80° 1' 10.63"" W",Rock
Coral Rock Garden,26.7685 N,80.01633 W,"26° 46' 6.6"" N","80° 0' 58.79"" W",Reef
Coral/Rock W/Slopes,25.61365 N,80.08527 W,"25° 36' 49.14"" N","80° 5' 6.97"" W",Rock
Coralwreck,24.46544 N,81.98607 W,"24° 27' 55.58"" N","81° 59' 9.85"" W",Wreck
Core Ledge,34.75944 N,75.60173 W,"34° 45' 33.98"" N","75° 36' 6.23"" W",Ledge
Cormorant Rock,41.29482 N,72.09145 W,"41° 17' 41.35"" N","72° 5' 29.22"" W",Rock
Corner Rocks,34.21585 N,76.3897 W,"34° 12' 57.06"" N","76° 23' 22.92"" W",Rock
Corner Rocks,34.35785 N,76.55688 W,"34° 21' 28.26"" N","76° 33' 24.77"" W",Rock
Corolla Rock,36.35101 N,74.79717 W,"36° 21' 3.64"" N","74° 47' 49.81"" W",Rock
Corridor Reef,26.74542 N,79.99472 W,"26° 44' 43.51"" N","79° 59' 40.99"" W",Reef
Corwin Rock,43.55837 N,70.14315 W,"43° 33' 30.13"" N","70° 8' 35.34"" W",Rock
Cote Reef,25.775 N,80.08717 W,"25° 46' 30.0"" N","80° 5' 13.81"" W",Reef
County Reef,29.0515 N,80.72108 W,"29° 3' 5.4"" N","80° 43' 15.89"" W",Reef
County Reef,29.13195 N,80.8972 W,"29° 7' 55.02"" N","80° 53' 49.92"" W",Reef
County Reef Tires Autos,29.145 N,80.8965 W,"29° 8' 42.0"" N","80° 53' 47.4"" W",Reef
County Reef Site,28.78673 N,83.06098 W,"28° 47' 12.23"" N","83° 3' 39.53"" W",Reef
County Site,28.27925 N,82.95759 W,"28° 16' 45.3"" N","82° 57' 27.32"" W",Structure
County Site,27.89866 N,80.22792 W,"27° 53' 55.18"" N","80° 13' 40.51"" W",Structure
County Site,27.91183 N,80.22855 W,"27° 54' 42.59"" N","80° 13' 42.78"" W",Structure
County Site,27.91099 N,80.1978 W,"27° 54' 39.56"" N","80° 11' 52.08"" W",Structure
County Site,30.35941 N,86.41911 W,"30° 21' 33.88"" N","86° 25' 8.8"" W",Structure
County Site,28.28333 N,83.01666 W,"28° 16' 59.99"" N","83° 0' 59.98"" W",Structure
County Site,28.29609 N,83.01821 W,"28° 17' 45.92"" N","83° 1' 5.56"" W",Structure
County Site,28.19166 N,83.05933 W,"28° 11' 29.98"" N","83° 3' 33.59"" W",Structure
County Site,28.29224 N,83.01833 W,"28° 17' 32.06"" N","83° 1' 5.99"" W",Structure
County Site 1 Reef EX,30.36882 N,86.58457 W,"30° 22' 7.75"" N","86° 35' 4.45"" W",Reef
County Site,30.36686 N,86.58985 W,"30° 22' 0.7"" N","86° 35' 23.46"" W",Structure
County Site,30.36773 N,86.5897 W,"30° 22' 3.83"" N","86° 35' 22.92"" W",Structure
County Site,30.36911 N,86.58875 W,"30° 22' 8.8"" N","86° 35' 19.5"" W",Structure
County Site 2 Reef EX,30.35863 N,86.49482 W,"30° 21' 31.07"" N","86° 29' 41.35"" W",Reef
County Site 2 NE North,27.93317 N,80.25027 W,"27° 55' 59.41"" N","80° 15' 0.97"" W",Structure
County Site 2 NE South,27.93179 N,80.24995 W,"27° 55' 54.44"" N","80° 14' 59.82"" W",Structure
County Site 3 Reef EX,30.35563 N,86.42388 W,"30° 21' 20.27"" N","86° 25' 25.97"" W",Reef
County Site 1 Reefex,30.36682 N,86.5682 W,"30° 22' 0.55"" N","86° 34' 5.52"" W",Reef
"County Site 2, SISA Site 1",27.92533 N,80.25843 W,"27° 55' 31.19"" N","80° 15' 30.35"" W",Structure
"County Site 3, SISA Site 2",27.90476 N,80.22153 W,"27° 54' 17.14"" N","80° 13' 17.51"" W",Structure
"County Site 4, SISA",27.91783 N,80.20468 W,"27° 55' 4.19"" N","80° 12' 16.85"" W",Structure
Courthouse Reef,29.565 N,94.983 W,"29° 33' 54.0"" N","94° 58' 58.8"" W",Reef
Courtney Knight Gaines Memorial Reef,29.74268 N,85.6944 W,"29° 44' 33.65"" N","85° 41' 39.84"" W",Reef
Courtney Ledge,30.15253 N,85.70072 W,"30° 9' 9.11"" N","85° 42' 2.59"" W",Ledge
Cove Rocks,41.01066 N,73.50288 W,"41° 0' 38.38"" N","73° 30' 10.37"" W",Rock
Cowand Calf Ledge,44.2882 N,68.49597 W,"44° 17' 17.52"" N","68° 29' 45.49"" W",Ledge
COX Communications Reef,30.10273 N,87.41678 W,"30° 6' 9.83"" N","87° 25' 0.41"" W",Reef
COX Ledge,41.05 N,71.15833 W,"41° 3' 0.0"" N","71° 9' 29.99"" W",Ledge
CPA Reef,28.33392 N,80.19938 W,"28° 20' 2.11"" N","80° 11' 57.77"" W",Reef
Crab Meadow Ledge,40.94229 N,73.34239 W,"40° 56' 32.24"" N","73° 20' 32.6"" W",Ledge
Crab Trap Snorkel Reef,30.377 N,86.40812 W,"30° 22' 37.2"" N","86° 24' 29.23"" W",Reef
Craigs Hole,25.04418 N,82.09078 W,"25° 2' 39.05"" N","82° 5' 26.81"" W",Hole
Crane Reef,41.25115 N,72.42283 W,"41° 15' 4.14"" N","72° 25' 22.19"" W",Reef
Crane Wreck,28.84795 N,80.42857 W,"28° 50' 52.62"" N","80° 25' 42.85"" W",Wreck
Crane/BG Wreck,40.46834 N,73.65059 W,"40° 28' 6.02"" N","73° 39' 2.12"" W",Wreck
Crazy ALS Grouper Hole,29.46395 N,87.65165 W,"29° 27' 50.22"" N","87° 39' 5.94"" W",Hole
Crazy Blonde Reef,29.73176 N,85.48418 W,"29° 43' 54.34"" N","85° 29' 3.05"" W",Reef
Cresent Canyon,29.67002 N,79.91489 W,"29° 40' 12.07"" N","79° 54' 53.6"" W",Canyon
Crippl Rock,34.061 N,77.18766 W,"34° 3' 39.6"" N","77° 11' 15.58"" W",Rock
Cripple Rock,34.05637 N,77.18163 W,"34° 3' 22.93"" N","77° 10' 53.87"" W",Rock
Cripple Rock,34.06355 N,77.20515 W,"34° 3' 48.78"" N","77° 12' 18.54"" W",Rock
Crisfield Reef,37.92647 N,75.9431 W,"37° 55' 35.29"" N","75° 56' 35.16"" W",Reef
Crocker Reef,24.90252 N,80.53072 W,"24° 54' 9.07"" N","80° 31' 50.59"" W",Reef
Crocker Reef,24.90898 N,80.52646 W,"24° 54' 32.33"" N","80° 31' 35.26"" W",Reef
Crocker Reef CR 2,25.442 N,80.12188 W,"25° 26' 31.2"" N","80° 7' 18.77"" W",Reef
Crocker Reef CR 4,24.90402 N,80.52623 W,"24° 54' 14.47"" N","80° 31' 34.43"" W",Reef
Crocker Ridges,24.92197 N,80.50602 W,"24° 55' 19.09"" N","80° 30' 21.67"" W",Rock
Crosby Ledge NO 2 A,44.03722 N,68.78222 W,"44° 2' 13.99"" N","68° 46' 55.99"" W",Ledge
Cross Current Barge,26.7615 N,80.021 W,"26° 45' 41.4"" N","80° 1' 15.6"" W",Reef
Cross Island Reef,29.50833 N,94.871 W,"29° 30' 29.99"" N","94° 52' 15.6"" W",Reef
Cross Ledge,39.16193 N,75.23723 W,"39° 9' 42.95"" N","75° 14' 14.03"" W",Ledge
Cross Ledge WR,39.21028 N,75.25503 W,"39° 12' 37.01"" N","75° 15' 18.11"" W",Ledge
Crusty ALS Hole,38.9379 N,73.48873 W,"38° 56' 16.44"" N","73° 29' 19.43"" W",Hole
Cruz DEL SUR Ship,25.96935 N,80.07698 W,"25° 58' 9.66"" N","80° 4' 37.13"" W",Wreck
Crwo Island Ledges 2 CI,43.95533 N,69.09972 W,"43° 57' 19.19"" N","69° 5' 58.99"" W",Ledge
CSA Modules,26.36565 N,80.05482 W,"26° 21' 56.34"" N","80° 3' 17.35"" W",Structure
CSX Barge RBL,30.15273 N,87.2184 W,"30° 9' 9.83"" N","87° 13' 6.24"" W",Reef
CSX Box Cars,30.16302 N,86.72702 W,"30° 9' 46.87"" N","86° 43' 37.27"" W",Structure
CSX Box Cars,30.3536 N,86.50007 W,"30° 21' 12.96"" N","86° 30' 0.25"" W",Structure
CSX Reef,30.36082 N,86.58592 W,"30° 21' 38.95"" N","86° 35' 9.31"" W",Reef
CSX Reef,30.3526 N,86.41734 W,"30° 21' 9.36"" N","86° 25' 2.42"" W",Reef
CSX Reef,30.35447 N,86.50075 W,"30° 21' 16.09"" N","86° 30' 2.7"" W",Reef
CSX Reef Spot 1,30.16375 N,86.74448 W,"30° 9' 49.5"" N","86° 44' 40.13"" W",Reef
CSX RR Cars,30.35003 N,86.50123 W,"30° 21' 0.11"" N","86° 30' 4.43"" W",Structure
CSX Rubble,30.14968 N,87.22721 W,"30° 8' 58.85"" N","87° 13' 37.96"" W",Structure
CSX Rubble,30.15059 N,87.22816 W,"30° 9' 2.12"" N","87° 13' 41.38"" W",Structure
Cucumber Rock,33.72975 N,77.79487 W,"33° 43' 47.1"" N","77° 47' 41.53"" W",Rock
Cucumber Rock,33.74862 N,77.80842 W,"33° 44' 55.03"" N","77° 48' 30.31"" W",Rock
Cuda Hole,27.23997 N,82.75543 W,"27° 14' 23.89"" N","82° 45' 19.55"" W",Hole
Cudjoe Ledge,24.55632 N,81.34814 W,"24° 33' 22.75"" N","81° 20' 53.3"" W",Ledge
Culvert Reef,29.05602 N,83.48932 W,"29° 3' 21.67"" N","83° 29' 21.55"" W",Reef
Culvert Reef B,30.08407 N,86.36929 W,"30° 5' 2.65"" N","86° 22' 9.44"" W",Reef
Culvert Reef C,30.07395 N,86.34821 W,"30° 4' 26.22"" N","86° 20' 53.56"" W",Reef
Culverts,30.19631 N,87.2375 W,"30° 11' 46.72"" N","87° 14' 15.0"" W",Structure
Culverts,30.20066 N,87.2389 W,"30° 12' 2.38"" N","87° 14' 20.04"" W",Structure
Culverts Guardian Reef,27.2154 N,80.1054 W,"27° 12' 55.44"" N","80° 6' 19.44"" W",Reef
Cureton Reef Support Beams,29.66409 N,84.49926 W,"29° 39' 50.72"" N","84° 29' 57.34"" W",Reef
Curry Reef,26.0108 N,80.09343 W,"26° 0' 38.88"" N","80° 5' 36.35"" W",Reef
Curts Ledge,36.60569 N,74.96644 W,"36° 36' 20.48"" N","74° 57' 59.18"" W",Ledge
Cutlers Ledge,42.45113 N,70.85252 W,"42° 27' 4.07"" N","70° 51' 9.07"" W",Ledge
D Tower,25.56628 N,81.71808 W,"25° 33' 58.61"" N","81° 43' 5.09"" W",Tower
D Wreck,34.60033 N,76.3175 W,"34° 36' 1.19"" N","76° 19' 3.0"" W",Wreck
D Wreck,34.60536 N,76.31379 W,"34° 36' 19.3"" N","76° 18' 49.64"" W",Wreck
D S Reef,29.45743 N,80.95142 W,"29° 27' 26.75"" N","80° 57' 5.11"" W",Reef
Dade Sportfish Middle Reef,25.4846 N,80.07485 W,"25° 29' 4.56"" N","80° 4' 29.46"" W",Reef
Dade Sportfish Middle Reef,25.529 N,80.08703 W,"25° 31' 44.4"" N","80° 5' 13.31"" W",Reef
Dade Sportfish North Reef,25.5507 N,80.06922 W,"25° 33' 2.52"" N","80° 4' 9.19"" W",Reef
Dade Sportfish North Reef,25.56945 N,80.08522 W,"25° 34' 10.02"" N","80° 5' 6.79"" W",Reef
Dade Sportfish South Reef,25.41497 N,80.1036 W,"25° 24' 53.89"" N","80° 6' 12.96"" W",Reef
Dale Mcdowell Reef,33.74638 N,78.235 W,"33° 44' 46.97"" N","78° 14' 6.0"" W",Reef
Dale Ward Reef,33.78388 N,78.29805 W,"33° 47' 1.97"" N","78° 17' 52.98"" W",Reef
Dales Hump,41.07617 N,72.74617 W,"41° 4' 34.21"" N","72° 44' 46.21"" W",Hump
Dallas Ledge,34.23145 N,77.62117 W,"34° 13' 53.22"" N","77° 37' 16.21"" W",Ledge
Dallas Rock,34.23213 N,77.6296 W,"34° 13' 55.67"" N","77° 37' 46.56"" W",Rock
Dallas Rock,34.23666 N,77.50666 W,"34° 14' 11.98"" N","77° 30' 23.98"" W",Rock
Dallas Rock,34.23683 N,77.6319 W,"34° 14' 12.59"" N","77° 37' 54.84"" W",Rock
Damocles Reef,28.425 N,80.29167 W,"28° 25' 30.0"" N","80° 17' 30.01"" W",Reef
