name,type,category,region,latitude,longitude
15 Foot Peak Before Ledge,Ledge,Ledges,Florida to California,30.19783,-80.25958
279 Ledge,Ledge,Ledges,Florida to California,29.99418,-80.60983
3 Ledge,Ledge,Ledges,Florida to California,27.53308,-82.92492
3 Ledge,Ledge,Ledges,Florida to California,27.61240,-83.02353
30 Foot Shoal And Ledge,Ledge,Ledges,Florida to California,28.57038,-80.32180
4 Ledge,Ledge,Ledges,Florida to California,28.30193,-82.96773
57 Ledge DD 1,Ledge,Ledges,Florida to California,30.47253,-80.46205
6 Grouper Ledge,Ledge,Ledges,Florida to California,30.54767,-80.18696
6 Ledge,Ledge,Ledges,Florida to California,27.76065,-83.15278
9 6 Ledge,Ledge,Ledges,Florida to California,29.90888,-80.45697
Airport Ledge,Ledge,Ledges,Florida to California,26.67561,-78.99189
AJ Ledge,Ledge,Ledges,Florida to California,30.20415,-86.52815
Alberts Ledge,Ledge,Ledges,Florida to California,30.37650,-80.59150
Aleyledge,Ledge,Ledges,Florida to California,30.23350,-80.45917
Amberjack Hole Mule Ledge,Ledge,Ledges,Florida to California,30.54067,-81.05733
Andyapos;s Ledge,Ledge,Ledges,Florida to California,26.19083,-80.07250
Anglinapos;s Ledge Center,Ledge,Ledges,Florida to California,24.55277,-81.52000
Askew Ledge,Ledge,Ledges,Florida to California,28.16470,-83.04583
BAM Bams Big Ledge,Ledge,Ledges,Florida to California,27.95825,-83.04658
BAM Bams Ledge,Ledge,Ledges,Florida to California,27.87803,-83.67533
BAM Bams Ledge,Ledge,Ledges,Florida to California,27.88472,-83.23408
Beliner Pinksledge,Ledge,Ledges,Florida to California,29.94915,-80.48953
Bensons Ledge,Ledge,Ledges,Florida to California,27.70890,-82.96659
Big Juans Ledge,Ledge,Ledges,Florida to California,28.21543,-83.22575
Big Ledge 22,Ledge,Ledges,Florida to California,30.39120,-81.17955
Big Ledge 31,Ledge,Ledges,Florida to California,30.34508,-81.19160
Big Ledge 7,Ledge,Ledges,Florida to California,30.38858,-81.12018
Bills Ledge,Ledge,Ledges,Florida to California,27.79972,-82.97568
BIQ Ledge,Ledge,Ledges,Florida to California,30.30977,-81.07048
Boca Chita Ledge,Ledge,Ledges,Florida to California,25.53968,-79.90738
Boca Ledge,Ledge,Ledges,Florida to California,26.31697,-80.05278
Boogies Ledge,Ledge,Ledges,Florida to California,25.91796,-80.08882
Boynton Ledge,Ledge,Ledges,Florida to California,26.50083,-80.03650
Boynton Ledge,Ledge,Ledges,Florida to California,26.51045,-80.03708
Boynton Ledge Comb,Ledge,Ledges,Florida to California,26.48547,-80.03902
Boynton Ledge Drift Dive,Ledge,Ledges,Florida to California,26.60879,-79.99180
Boynton Ledges,Ledge,Ledges,Florida to California,26.81617,-80.00350
Brenda Ledge,Ledge,Ledges,Florida to California,30.66365,-80.22817
Broken Ledge,Ledge,Ledges,Florida to California,30.00857,-80.56445
Brothers Ledge,Ledge,Ledges,Florida to California,26.04194,-79.01541
Browns Ledge,Ledge,Ledges,Florida to California,25.37801,-79.23603
BUG Ledge,Ledge,Ledges,Florida to California,29.75708,-80.46513
BUG Ledge,Ledge,Ledges,Florida to California,29.76073,-80.45265
Bugledge,Ledge,Ledges,Florida to California,29.91372,-80.52798
Bugs Ledge,Ledge,Ledges,Florida to California,29.73497,-80.44832
Bugs Ledge,Ledge,Ledges,Florida to California,29.73640,-80.44123
Bugs Ledge,Ledge,Ledges,Florida to California,29.90895,-80.55755
Bugs Ledge,Ledge,Ledges,Florida to California,29.98560,-80.60673
Butler Ledge,Ledge,Ledges,Florida to California,29.80447,-81.11315
Caladesi Ledge,Ledge,Ledges,Florida to California,28.00157,-82.99790
Calvins Ledge,Ledge,Ledges,Florida to California,30.16197,-85.70794
Camp Ledge,Ledge,Ledges,Florida to California,29.88158,-80.44813
Canaveral Ledge,Ledge,Ledges,Florida to California,28.34656,-80.36473
Cannon Ledge,Ledge,Ledges,Florida to California,25.99665,-81.76250
Cape SAN Blas Ledge,Ledge,Ledges,Florida to California,29.50837,-85.43812
Capt Jims Ledge,Ledge,Ledges,Florida to California,29.60474,-83.99998
Captain Jims Ledge,Ledge,Ledges,Florida to California,30.23540,-86.75524
Captain Joes Ledge,Ledge,Ledges,Florida to California,28.67564,-89.90161
Captain Reds Ledge,Ledge,Ledges,Florida to California,30.25505,-86.46815
Captain Sals Ledge,Ledge,Ledges,Florida to California,27.01223,-79.91273
Captain Sams Ledge,Ledge,Ledges,Florida to California,26.45041,-80.04631
Cat Ledge,Ledge,Ledges,Florida to California,25.52483,-79.33978
Catons Ledge,Ledge,Ledges,Florida to California,27.30972,-82.94445
Caves And Ledges Moorings,Ledge,Ledges,Florida to California,26.12932,-80.09016
CH Ledge,Ledge,Ledges,Florida to California,30.29945,-81.04922
Chicken Ledge,Ledge,Ledges,Florida to California,28.18812,-83.27145
Circle Ledge,Ledge,Ledges,Florida to California,29.77343,-80.43137
Claytons Holler Demeres Ledge,Ledge,Ledges,Florida to California,30.33333,-81.08500
Claytons Holler Main Ledge Point,Ledge,Ledges,Florida to California,30.30983,-81.07317
Claytons Holler North Ledge #7,Ledge,Ledges,Florida to California,30.33533,-81.08550
Coes 8 Ledge,Ledge,Ledges,Florida to California,27.90295,-83.10417
Colts Ledge,Ledge,Ledges,Florida to California,29.69776,-84.52133
Confusion Ledge,Ledge,Ledges,Florida to California,28.19430,-83.25813
Coral Ridge Ledge,Ledge,Ledges,Florida to California,26.17551,-80.08086
Courtney Ledge,Ledge,Ledges,Florida to California,30.15253,-85.70072
Cudjoe Ledge,Ledge,Ledges,Florida to California,24.55632,-81.34814
Davids Ledge,Ledge,Ledges,Florida to California,30.00796,-85.85628
Davis Ledge DL 6,Ledge,Ledges,Florida to California,24.91800,-80.50620
Daytona Ledges,Ledge,Ledges,Florida to California,28.86778,-80.16352
Deep Ledge,Ledge,Ledges,Florida to California,26.00040,-79.83900
Deep Ledge,Ledge,Ledges,Florida to California,28.89280,-88.85220
Deep Ledge Bugs,Ledge,Ledges,Florida to California,29.75075,-80.45377
Deepledge 2,Ledge,Ledges,Florida to California,26.83455,-83.22765
Deepledge 6,Ledge,Ledges,Florida to California,26.83117,-83.22140
Delray Ledge,Ledge,Ledges,Florida to California,26.44228,-80.04714
Destin Southern Ledge,Ledge,Ledges,Florida to California,29.80440,-86.48100
Divers Ledge,Ledge,Ledges,Florida to California,28.08927,-83.21822
Divers Ledge,Ledge,Ledges,Florida to California,28.09627,-83.21028
Divers Ledge,Ledge,Ledges,Florida to California,28.09687,-83.22200
Divers Ledge,Ledge,Ledges,Florida to California,28.09862,-83.20595
Double Ledge,Ledge,Ledges,Florida to California,29.75650,-80.44837
Double Ledge,Ledge,Ledges,Florida to California,30.20932,-80.25768
Double Ledges,Ledge,Ledges,Florida to California,26.51167,-80.03350
Dunedin Ledge,Ledge,Ledges,Florida to California,28.06702,-83.00963
E/W Ledge Grouper 6 Boxes Pinks,Ledge,Ledges,Florida to California,30.40131,-80.37394
East / West Ledge,Ledge,Ledges,Florida to California,30.36961,-80.23095
East/West Ledge,Ledge,Ledges,Florida to California,26.72305,-80.01947
ED Ledge,Ledge,Ledges,Florida to California,30.39683,-81.06577
Eel Ledge,Ledge,Ledges,Florida to California,29.90908,-80.55680
Eel Ledge 3,Ledge,Ledges,Florida to California,29.90935,-80.55617
EF Ledge,Ledge,Ledges,Florida to California,30.39627,-81.06387
EF Ledge 03,Ledge,Ledges,Florida to California,30.39655,-81.06473
EF Spankys Spot Ledge,Ledge,Ledges,Florida to California,30.40233,-81.04000
EF Y Ledge,Ledge,Ledges,Florida to California,30.39733,-81.06717
Elgin Ledge,Ledge,Ledges,Florida to California,30.26898,-86.37320
ELT Bledge,Ledge,Ledges,Florida to California,30.49685,-80.59198
ELT Ledge 007,Ledge,Ledges,Florida to California,30.49033,-80.52600
Elton Bottom HOT Ledge Footballs,Ledge,Ledges,Florida to California,30.49244,-80.51362
Elton Grounds Ledge,Ledge,Ledges,Florida to California,30.43254,-80.45645
Elton Grounds Ledge,Ledge,Ledges,Florida to California,30.49258,-80.51431
Elton Grounds Ledge,Ledge,Ledges,Florida to California,30.49977,-80.52052
Elton Ledge,Ledge,Ledges,Florida to California,30.48915,-80.52085
Elton Ledge 1,Ledge,Ledges,Florida to California,30.48920,-80.51817
Elton Ledge 9,Ledge,Ledges,Florida to California,30.50517,-80.60640
Elton Ledge Grouper Snapper,Ledge,Ledges,Florida to California,30.41106,-80.47634
End Of Tire Ledge,Ledge,Ledges,Florida to California,30.32975,-81.14368
Ernies Ledge,Ledge,Ledges,Florida to California,30.24078,-86.62081
Eugenes Ledge,Ledge,Ledges,Florida to California,26.09298,-82.20707
Fillmore Ledge,Ledge,Ledges,Florida to California,27.72253,-95.52302
Flagler Ledge,Ledge,Ledges,Florida to California,29.49884,-80.87833
Fort Walton Edge Ledge,Ledge,Ledges,Florida to California,29.99104,-86.63941
Freds Ledge,Ledge,Ledges,Florida to California,26.71356,-97.20518
Freight Trains Kings Ledge,Ledge,Ledges,Florida to California,30.04226,-80.27895
Fuel Cell Ledge,Ledge,Ledges,Florida to California,28.09047,-83.23425
Giffords Ledge,Ledge,Ledges,Florida to California,25.30508,-80.15470
Gingerbread Ledge,Ledge,Ledges,Florida to California,25.87129,-78.53745
GO NW Ledge,Ledge,Ledges,Florida to California,30.30833,-81.09375
Good Fish Ledge,Ledge,Ledges,Florida to California,30.60953,-80.14600
Good Grouper Ledge,Ledge,Ledges,Florida to California,30.00670,-80.31884
Goodledge 44,Ledge,Ledges,Florida to California,28.96111,-82.92695
Greys Ledge,Ledge,Ledges,Florida to California,30.37285,-80.41085
Greys Ledge,Ledge,Ledges,Florida to California,30.38467,-81.16267
Greys Ledge,Ledge,Ledges,Florida to California,30.39542,-81.16120
Grouper Double Ledge,Ledge,Ledges,Florida to California,30.20994,-80.25716
Grouper Hole / Ledge,Ledge,Ledges,Florida to California,29.91993,-87.19225
Grouper Mules Ledge,Ledge,Ledges,Florida to California,30.02799,-80.28034
Gulf Stream Boynton Ledge,Ledge,Ledges,Florida to California,26.49007,-80.03867
GUN Ledge,Ledge,Ledges,Florida to California,25.57827,-79.35257
Hall Of Fame East Ledge,Ledge,Ledges,Florida to California,26.19050,-80.08483
Hall Of Fame East Ledge,Ledge,Ledges,Florida to California,26.19500,-80.08450
Harm's Ledge (HL),Ledge,Ledges,Florida to California,30.37309,-80.89800
Hawksbill Ledge,Ledge,Ledges,Florida to California,26.49755,-78.76504
Heald Ledge,Ledge,Ledges,Florida to California,29.13589,-94.14930
Hernando Ledge,Ledge,Ledges,Florida to California,28.44451,-83.02553
Hetzel Shoal Ledge,Ledge,Ledges,Florida to California,28.60195,-80.39952
HG Ledge,Ledge,Ledges,Florida to California,30.21488,-81.00408
HH Ledge,Ledge,Ledges,Florida to California,30.57485,-81.12232
Highland Ledge,Ledge,Ledges,Florida to California,26.39990,-80.05528
Hilledge,Ledge,Ledges,Florida to California,30.33825,-80.95845
Hillsboro Ledge,Ledge,Ledges,Florida to California,26.29267,-80.06325
Hogfish Ledge,Ledge,Ledges,Florida to California,26.19165,-80.06670
Hole Ledge,Ledge,Ledges,Florida to California,30.02112,-80.55150
Holm Ledge,Ledge,Ledges,Florida to California,25.60706,-79.32149
Horseshoe Ledge,Ledge,Ledges,Florida to California,26.27262,-80.07020
Horseshoe Ledge,Ledge,Ledges,Florida to California,29.74052,-80.46808
Horseshoe Ledge,Ledge,Ledges,Florida to California,29.75288,-80.44643
Horseshoe Ledge,Ledge,Ledges,Florida to California,29.91232,-80.56837
Hospital Grounds Hot Ledge,Ledge,Ledges,Florida to California,30.21583,-81.00500
Hunter Ledge,Ledge,Ledges,Florida to California,26.48857,-78.73848
Hurricane Pass Ledge,Ledge,Ledges,Florida to California,25.98949,-81.75602
Indian Ledge,Ledge,Ledges,Florida to California,26.70768,-79.00853
Inshore Ledge,Ledge,Ledges,Florida to California,30.66562,-80.18284
Inshore NW Ledge,Ledge,Ledges,Florida to California,30.33297,-81.23330
Islamorada Ledge,Ledge,Ledges,Florida to California,24.77620,-80.46619
Issac Ledge,Ledge,Ledges,Florida to California,25.95901,-78.71599
Jack Ledge,Ledge,Ledges,Florida to California,29.91022,-80.52260
Jacks Ledge,Ledge,Ledges,Florida to California,27.80657,-82.99250
Jammies Ledge,Ledge,Ledges,Florida to California,27.25686,-80.07339
Jeremys Ledge,Ledge,Ledges,Florida to California,29.23451,-88.43659
Jessie Ledge,Ledge,Ledges,Florida to California,27.88125,-83.18910
Jewfish Ledge,Ledge,Ledges,Florida to California,27.19798,-82.88280
Jimbos Ledge,Ledge,Ledges,Florida to California,29.58366,-84.16291
Joes Ledge,Ledge,Ledges,Florida to California,28.40895,-95.05063
Johnnys Ledge,Ledge,Ledges,Florida to California,28.68305,-90.01964
Juno Ledge,Ledge,Ledges,Florida to California,26.86418,-80.01355
Juno Ledge,Ledge,Ledges,Florida to California,26.87053,-80.01917
Juno Ledge,Ledge,Ledges,Florida to California,26.87614,-80.04021
Juno Ledge,Ledge,Ledges,Florida to California,26.88333,-79.97500
Juno Ledge,Ledge,Ledges,Florida to California,27.00000,-79.99167
Juno Ledge,Ledge,Ledges,Florida to California,27.04585,-80.04288
Jupiter Double Ledges Drift Dive,Ledge,Ledges,Florida to California,26.94686,-80.02201
Jupiter Ledge,Ledge,Ledges,Florida to California,26.93250,-80.00987
Jupiter Ledge,Ledge,Ledges,Florida to California,26.93273,-80.01523
Key West 50 Foot Ledge,Ledge,Ledges,Florida to California,24.46112,-81.72788
Kingledge 0,Ledge,Ledges,Florida to California,24.47729,-81.71665
KW Ledge,Ledge,Ledges,Florida to California,24.67238,-81.74049
Last Chance Ledge,Ledge,Ledges,Florida to California,28.24408,-83.27217
Ledge 1,Ledge,Ledges,Florida to California,30.27593,-80.51773
Ledge 1,Ledge,Ledges,Florida to California,30.30665,-81.06900
Ledge 1 B,Ledge,Ledges,Florida to California,29.89372,-80.57980
Ledge 1 B,Ledge,Ledges,Florida to California,29.90678,-80.57252
Ledge 110,Ledge,Ledges,Florida to California,30.31643,-81.09522
Ledge 1141,Ledge,Ledges,Florida to California,30.38692,-81.15798
Ledge 12,Ledge,Ledges,Florida to California,30.38043,-80.54892
Ledge 15,Ledge,Ledges,Florida to California,30.05123,-80.44972
Ledge 2,Ledge,Ledges,Florida to California,30.30632,-81.06848
Ledge 20 Grouper Snapper,Ledge,Ledges,Florida to California,30.25857,-80.24544
Ledge 200,Ledge,Ledges,Florida to California,30.33942,-81.13778
Ledge 205,Ledge,Ledges,Florida to California,30.37082,-81.15102
Ledge 206,Ledge,Ledges,Florida to California,30.33977,-81.13515
Ledge 24,Ledge,Ledges,Florida to California,30.30753,-81.09842
Ledge 25 GR,Ledge,Ledges,Florida to California,30.30200,-80.44885
Ledge 28 Fathom,Ledge,Ledges,Florida to California,30.48605,-80.19783
Ledge 295,Ledge,Ledges,Florida to California,30.33722,-81.12988
Ledge 296,Ledge,Ledges,Florida to California,30.25315,-80.97892
Ledge 32 D,Ledge,Ledges,Florida to California,26.96195,-82.63987
Ledge 3216,Ledge,Ledges,Florida to California,26.87828,-83.05425
Ledge 3316,Ledge,Ledges,Florida to California,26.92748,-83.04977
Ledge 370,Ledge,Ledges,Florida to California,30.31357,-81.09030
Ledge 41 A,Ledge,Ledges,Florida to California,26.88277,-82.96788
Ledge 41 B,Ledge,Ledges,Florida to California,26.88585,-82.96067
Ledge 45 Bugs,Ledge,Ledges,Florida to California,30.49937,-80.57825
Ledge 460,Ledge,Ledges,Florida to California,30.24925,-80.98180
Ledge 47,Ledge,Ledges,Florida to California,30.44120,-80.29035
Ledge 5 Grouper,Ledge,Ledges,Florida to California,30.56913,-80.31278
Ledge 50,Ledge,Ledges,Florida to California,30.49172,-80.53047
Ledge 51,Ledge,Ledges,Florida to California,30.49138,-80.52940
Ledge 55,Ledge,Ledges,Florida to California,30.43902,-80.29055
Ledge 57,Ledge,Ledges,Florida to California,30.43747,-80.29118
Ledge 61,Ledge,Ledges,Florida to California,30.43372,-80.48823
Ledge 9 6,Ledge,Ledges,Florida to California,29.95747,-80.39677
Ledge A,Ledge,Ledges,Florida to California,27.19882,-83.22453
Ledge A 1,Ledge,Ledges,Florida to California,26.96835,-82.93236
Ledge And Rocks,Ledge,Ledges,Florida to California,28.15653,-83.21307
Ledge B,Ledge,Ledges,Florida to California,29.87840,-80.60258
Ledge B 1,Ledge,Ledges,Florida to California,27.43181,-82.91052
Ledge Beliner,Ledge,Ledges,Florida to California,30.54210,-80.19750
Ledge Beliner,Ledge,Ledges,Florida to California,30.59663,-80.15352
Ledge BUG,Ledge,Ledges,Florida to California,29.73870,-80.45115
Ledge Bugs,Ledge,Ledges,Florida to California,29.74622,-80.44362
Ledge Bugs,Ledge,Ledges,Florida to California,29.75965,-80.44138
Ledge Bugs,Ledge,Ledges,Florida to California,29.77483,-80.44408
Ledge Bugs,Ledge,Ledges,Florida to California,29.83943,-80.53788
Ledge Bugs,Ledge,Ledges,Florida to California,29.85820,-80.53615
Ledge Bugs,Ledge,Ledges,Florida to California,29.90770,-80.44557
Ledge Bugs,Ledge,Ledges,Florida to California,29.91190,-80.54075
Ledge Bugs,Ledge,Ledges,Florida to California,29.91233,-80.54420
Ledge Bugs,Ledge,Ledges,Florida to California,30.08833,-80.54248
Ledge C,Ledge,Ledges,Florida to California,27.28765,-83.13294
Ledge C 2,Ledge,Ledges,Florida to California,27.38175,-82.97556
Ledge Cave,Ledge,Ledges,Florida to California,30.40090,-80.35612
Ledge CK,Ledge,Ledges,Florida to California,29.77185,-80.43830
Ledge CK,Ledge,Ledges,Florida to California,29.93990,-81.09675
Ledge CK,Ledge,Ledges,Florida to California,30.38975,-81.05875
Ledge COV,Ledge,Ledges,Florida to California,29.72825,-80.46900
Ledge D,Ledge,Ledges,Florida to California,30.34567,-80.63352
Ledge D 1,Ledge,Ledges,Florida to California,27.48004,-82.93924
Ledge Dropoff,Ledge,Ledges,Florida to California,30.64038,-80.21143
Ledge East,Ledge,Ledges,Florida to California,30.39110,-80.56920
